Rk;Player;Pos;Age;Tm;G;MP;PER;TS%;3PAr;FTr;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Column1;OWS;DWS;WS;WS/48;2;OBPM;DBPM;BPM;VORP
145;Wayne Ellington;SG;32;NYK;36;558;85;.509;.822;.075;7;120;62;110;11;7;91;150;;2;2;4;.035;;-19;-9;-29;-1
146;Joel Embiid;C;25;PHI;51;1506;258;.590;.215;.543;103;332;217;169;14;37;138;329;;33;27;60;.192;;37;10;47;25
147;James Ennis;SF-SG;29;TOT;69;1265;115;.565;.471;.273;61;153;106;70;13;15;126;157;;10;14;24;.090;;-22;-4;-26;-2
147;James Ennis;SF;29;PHI;49;776;123;.564;.469;.270;68;145;107;73;14;15;109;157;;9;9;17;.106;;-15;0;-15;1
147;James Ennis;SG;29;ORL;20;489;103;.566;.474;.278;49;164;105;65;12;15;153;156;;2;5;7;.064;;-33;-11;-44;-3
148;Drew Eubanks;C;22;SAS;22;272;173;.682;.015;.388;111;226;168;77;9;55;211;158;;5;3;8;.134;;-14;-3;-17;0
149;Jacob Evans;SG;22;TOT;29;418;55;.436;.291;.216;23;86;53;108;13;26;146;175;;-7;2;-5;-0.056;;-58;-13;-71;-5
149;Jacob Evans;SG;22;GSW;27;414;56;.439;.286;.218;23;87;54;109;13;26;146;176;;-6;2;-5;-0.054;;-57;-12;-70;-5
149;Jacob Evans;SG;22;MIN;2;4;-96;.000;1.000;.000;0;0;0;0;0;0;0;103;;0;0;0;-0.263;;-105;-55;-161;0
150;Dante Exum;SG;24;TOT;35;485;103;.576;.361;.361;27;126;77;115;13;14;184;150;;2;2;4;.043;;-25;-4;-29;-1
150;Dante Exum;SG;24;UTA;11;83;48;.503;.261;.087;41;115;80;119;6;20;295;178;;-2;1;-1;-0.056;;-52;-5;-57;-1
150;Dante Exum;SG;24;CLE;24;402;115;.592;.385;.427;25;128;76;114;15;13;156;144;;4;2;5;.063;;-20;-4;-24;0
151;Tacko Fall;C;24;BOS;7;33;284;.751;.000;.214;33;449;243;58;15;112;164;237;;1;1;2;.223;;4;60;65;1
152;Derrick Favors;C;28;NOP;51;1243;185;.620;.021;.209;139;289;214;92;11;31;129;140;;26;16;42;.162;;7;3;10;9
153;Cristiano Felício;C;27;CHI;22;386;128;.671;.037;.426;150;141;146;57;12;5;219;91;;7;3;10;.126;;-14;-16;-30;-1
154;Terrance Ferguson;SF;21;OKC;56;1257;37;.481;.764;.091;21;44;33;53;10;12;119;91;;-3;9;6;.021;;-48;3;-45;-8
155;Bruno Fernando;C;21;ATL;56;713;119;.542;.186;.256;100;200;150;99;12;20;159;153;;4;4;8;.055;;-32;-9;-41;-4
156;Yogi Ferrell;PG;26;SAC;50;530;122;.528;.420;.223;12;94;52;188;16;7;119;192;;3;3;7;.060;;-15;-3;-18;0
157;Dorian Finney-Smith;PF;26;DAL;71;2120;123;.595;.580;.207;73;127;100;72;10;16;108;129;;33;15;49;.110;;1;-3;-2;9
158;Bryn Forbes;SG;26;SAS;63;1579;111;.570;.656;.155;8;78;43;95;10;0;84;185;;13;3;15;.047;;-6;-21;-27;-3
159;Evan Fournier;SF;27;ORL;66;2076;164;.595;.467;.237;9;82;44;166;17;7;109;239;;29;17;46;.106;;14;-4;10;16
160;De'Aaron Fox;PG;22;SAC;51;1634;206;.558;.227;.420;24;114;68;353;22;15;141;298;;26;14;40;.118;;23;-5;18;16
161;Melvin Frazier;SG;23;ORL;19;126;98;.559;.471;.118;17;71;43;34;35;14;123;140;;0;2;2;.057;;-35;12;-23;0
162;Michael Frazier;SG;25;HOU;13;145;-9;.384;.793;.483;7;66;36;17;6;0;125;115;;-2;1;-2;-0.060;;-89;-21;-110;-3
163;Tim Frazier;PG;29;DET;27;355;98;.464;.319;.255;28;78;53;365;19;9;256;173;;-1;2;1;.016;;-30;-16;-46;-2
164;Markelle Fultz;PG;21;ORL;72;1996;143;.517;.175;.206;21;110;64;290;22;5;149;214;;6;20;27;.065;;-18;0;-18;1
165;Wenyen Gabriel;PF;22;TOT;30;235;96;.546;.417;.458;95;139;117;44;22;26;217;134;;0;2;2;.048;;-37;-1;-38;-1
165;Wenyen Gabriel;PF;22;SAC;11;61;74;.444;.471;.588;72;113;92;66;24;31;189;188;;-1;1;0;-0.029;;-44;5;-40;0
165;Wenyen Gabriel;PF;22;POR;19;174;103;.606;.387;.387;103;149;126;36;22;25;233;115;;1;1;3;.075;;-35;-3;-38;-1
166;Daniel Gafford;C;21;CHI;43;609;162;.686;.000;.448;90;103;96;52;10;87;153;133;;11;8;19;.146;;-28;15;-13;1
167;Danilo Gallinari;PF;31;OKC;62;1834;195;.612;.537;.365;21;168;97;103;11;2;74;246;;45;19;63;.166;;41;-9;33;24
168;Langston Galloway;SG;28;DET;66;1702;123;.584;.611;.157;22;78;50;88;14;5;65;159;;24;7;31;.087;;0;-9;-8;5
169;Darius Garland;SG;20;CLE;59;1824;85;.498;.423;.103;16;52;34;185;11;2;171;207;;-13;0;-13;-0.034;;-27;-28;-56;-17
170;Marc Gasol;C;35;TOR;44;1161;118;.551;.530;.176;29;217;125;173;14;32;164;132;;8;22;30;.124;;-12;28;16;11
171;Rudy Gay;PF;33;SAS;67;1461;154;.553;.369;.228;45;222;134;113;11;20;118;220;;9;11;21;.068;;0;-9;-8;4
172;Paul George;SG;29;LAC;48;1419;211;.589;.487;.277;18;177;100;211;23;12;125;296;;25;23;48;.161;;38;11;49;25
173;Taj Gibson;C;34;NYK;62;1025;161;.610;.049;.196;112;167;139;76;13;28;131;148;;18;8;26;.120;;-8;-3;-11;2
174;Harry Giles;C;21;SAC;46;667;164;.580;.008;.195;71;251;159;142;16;26;139;206;;8;8;16;.112;;-22;9;-13;1
175;Shai Gilgeous-Alexander;SG;21;OKC;70;2428;177;.568;.247;.352;22;161;94;152;16;17;103;237;;31;30;61;.121;;13;4;17;22
176;Rudy Gobert;C;27;UTA;68;2333;217;.699;.000;.724;112;313;216;65;11;48;150;162;;65;42;107;.221;;17;19;36;33
177;Brandon Goodwin;PG;24;ATL;34;430;116;.507;.458;.158;27;155;90;180;13;8;125;224;;-1;2;1;.013;;-16;-13;-29;-1
178;Aaron Gordon;PF;24;ORL;62;2017;151;.516;.309;.292;55;203;127;174;12;17;104;207;;14;23;37;.087;;-1;1;0;10
179;Eric Gordon;SF;31;HOU;36;1016;103;.510;.654;.231;9;65;37;79;10;11;78;225;;-1;6;5;.024;;-18;-21;-39;-5
180;Devonte' Graham;PG;24;CHO;63;2211;158;.537;.607;.242;20;87;52;353;14;6;145;248;;24;9;34;.073;;25;-21;5;14
181;Treveon Graham;SF;26;TOT;55;929;66;.456;.496;.231;57;117;86;66;12;5;98;131;;-2;4;2;.009;;-45;-10;-56;-8
181;Treveon Graham;SF;26;MIN;33;663;60;.447;.474;.211;45;117;80;61;12;3;90;131;;-3;3;1;.004;;-50;-8;-58;-6
181;Treveon Graham;SF;26;ATL;22;266;80;.478;.552;.284;88;115;101;76;12;13;117;133;;0;1;1;.022;;-33;-17;-49;-2
182;Jerami Grant;PF;25;DEN;71;1892;144;.591;.397;.309;34;112;73;66;13;28;80;180;;28;16;44;.111;;1;-6;-5;7
183;Jerian Grant;SG;27;WAS;6;80;66;.449;.296;.259;26;57;41;153;6;11;91;172;;0;0;0;-0.018;;-48;-20;-68;-1
184;Josh Gray;PG;26;NOP;2;23;-50;.500;.000;.000;46;46;46;104;0;0;714;125;;-1;0;-1;-0.226;;-113;-47;-160;-1
185;Danny Green;SG;32;LAL;68;1687;108;.552;.690;.101;33;112;73;71;24;17;113;139;;8;25;34;.096;;-11;15;5;11
186;Draymond Green;PF;29;GSW;43;1222;125;.489;.408;.263;20;223;118;312;23;24;218;157;;-2;13;11;.044;;-21;19;-2;6
187;JaMychal Green;PF;29;LAC;63;1307;111;.576;.676;.136;63;241;154;50;10;16;126;137;;11;20;31;.115;;-12;7;-5;5
188;Javonte Green;SG;26;BOS;48;468;131;.564;.262;.333;56;156;106;77;25;16;137;153;;4;8;11;.113;;-21;14;-7;2
189;Jeff Green;PF-C;33;TOT;48;960;137;.590;.532;.265;27;120;75;79;13;17;99;190;;12;9;21;.104;;0;-1;-1;5
189;Jeff Green;PF;33;UTA;30;553;100;.523;.533;.323;29;129;81;52;11;15;108;197;;0;5;5;.046;;-19;-2;-21;0
189;Jeff Green;C;33;HOU;18;407;186;.682;.530;.188;26;109;67;115;16;19;85;179;;12;4;15;.183;;25;1;26;5
190;Blake Griffin;PF;30;DET;18;512;119;.476;.444;.392;37;150;93;180;7;11;120;284;;-4;3;-1;-0.012;;-17;-26;-43;-3
191;Marko Guduric;SG;24;MEM;44;484;88;.514;.529;.166;31;126;79;123;12;14;176;176;;-3;4;1;.014;;-27;-7;-34;-2
192;Kyle Guy;SG;22;SAC;3;10;66;.400;.600;.000;0;115;56;156;0;0;0;217;;0;0;0;-0.045;;-75;-48;-123;0
193;Rui Hachimura;PF;21;WAS;48;1444;135;.535;.160;.257;57;170;111;88;12;5;80;190;;13;5;18;.060;;-12;-20;-32;-4
194;Devon Hall;PG;24;OKC;11;81;31;.298;.567;.267;28;66;48;213;24;11;130;209;;-3;1;-2;-0.116;;-58;-6;-64;-1
195;Donta Hall;C-PF;22;TOT;9;133;136;.652;.000;.818;114;192;154;42;11;38;143;111;;2;2;4;.137;;-34;-3;-37;-1
195;Donta Hall;PF;22;DET;4;48;73;.452;.000;1.500;140;216;177;53;10;17;231;79;;0;0;1;.067;;-57;-13;-70;-1
195;Donta Hall;C;22;BRK;5;85;172;.709;.000;.667;99;179;140;35;11;49;114;129;;2;1;3;.177;;-21;3;-18;0
196;Dusty Hannahs;SG;26;MEM;2;13;213;.607;.333;.222;0;80;41;0;0;0;0;316;;0;0;0;.146;;51;-21;31;0
197;Tim Hardaway Jr.;SG;27;DAL;71;2091;145;.581;.580;.206;13;102;58;97;9;2;67;211;;34;11;44;.102;;12;-14;-1;10
198;James Harden;SG;30;HOU;68;2483;291;.626;.557;.528;29;160;94;359;23;21;142;363;;99;32;131;.254;;81;16;96;73
199;Maurice Harkless;PF-SF;26;TOT;62;1427;98;.572;.346;.233;41;133;88;64;19;21;145;107;;8;19;27;.090;;-26;19;-7;5
199;Maurice Harkless;PF;26;LAC;50;1141;97;.584;.336;.194;44;136;91;55;20;23;163;103;;5;17;23;.095;;-25;24;0;6
199;Maurice Harkless;SF;26;NYK;12;286;101;.536;.379;.364;29;123;75;97;15;10;84;124;;2;2;4;.069;;-32;-3;-35;-1
200;Jared Harper;PG;22;PHO;3;8;-53;.250;.500;.000;0;0;0;0;0;0;0;213;;0;0;0;-0.249;;-101;-56;-157;0
201;Montrezl Harrell;C;26;LAC;63;1749;232;.607;.022;.432;99;163;132;103;11;36;101;257;;44;25;70;.191;;25;5;29;22
202;Gary Harris;SG;25;DEN;56;1780;97;.519;.405;.177;16;86;51;89;21;7;97;151;;5;14;19;.052;;-28;3;-25;-2
203;Joe Harris;SF;28;BRK;69;2123;133;.606;.518;.114;32;112;73;104;9;7;112;183;;25;18;43;.097;;4;-6;-2;10
204;Tobias Harris;PF;27;PHI;72;2469;172;.556;.304;.184;31;191;111;146;10;14;76;239;;35;27;62;.121;;13;-5;8;18
205;Shaquille Harrison;SG;26;CHI;43;484;178;.559;.255;.303;48;153;98;153;34;37;92;181;;7;8;15;.153;;4;24;28;6
206;Josh Hart;SF;24;NOP;65;1755;119;.563;.665;.216;37;221;128;82;17;11;114;153;;13;18;31;.085;;-11;4;-7;6
207;Isaiah Hartenstein;C;21;HOU;23;266;186;.674;.075;.418;113;243;177;100;16;39;168;148;;7;4;11;.190;;-10;13;3;2
208;Udonis Haslem;C;39;MIA;4;44;65;.470;.273;.364;26;367;203;32;0;0;73;138;;0;1;0;.041;;-61;-14;-76;-1
209;Jaxson Hayes;C;19;NOP;64;1080;176;.689;.015;.734;95;160;127;72;11;43;134;150;;28;11;39;.171;;-9;6;-3;5
210;Gordon Hayward;SF;29;BOS;52;1740;181;.595;.317;.207;34;178;107;187;11;12;112;211;;35;22;57;.158;;26;1;27;20
211;John Henson;C;29;TOT;40;600;170;.578;.211;.269;85;218;151;134;20;60;158;163;;6;8;14;.109;;-12;21;9;4
211;John Henson;C;29;CLE;29;412;169;.539;.258;.275;85;223;154;152;19;67;135;161;;4;5;9;.109;;-11;23;11;3
211;John Henson;C;29;DET;11;188;171;.670;.098;.255;83;208;145;93;21;45;209;167;;2;2;4;.110;;-12;18;6;1
212;Dewan Hernandez;C;23;TOR;6;28;129;.432;.143;.357;193;332;264;164;17;0;156;293;;0;1;0;.043;;-66;-30;-96;-1
213;Juan Hernangómez;PF;24;TOT;48;833;104;.518;.522;.287;56;205;128;66;11;10;103;157;;2;7;9;.052;;-22;-11;-34;-3
213;Juan Hernangómez;PF;24;DEN;34;422;69;.442;.545;.227;64;188;126;67;6;11;129;143;;-2;3;1;.007;;-40;-12;-52;-3
213;Juan Hernangómez;PF;24;MIN;14;411;141;.576;.504;.336;47;221;131;64;16;8;82;171;;5;4;8;.098;;-4;-10;-15;1
214;Willy Hernangómez;C;25;CHO;31;375;192;.576;.158;.424;121;275;195;135;13;17;154;229;;4;4;8;.107;;6;-5;1;2
215;Tyler Herro;SG;20;MIA;55;1508;125;.550;.472;.158;12;149;83;127;11;6;114;223;;2;13;16;.050;;-4;-12;-16;1
216;Kevin Hervey;PF;23;OKC;10;52;50;.315;.741;.000;22;227;127;139;9;17;0;228;;-2;1;-1;-0.085;;-40;-11;-51;0
217;Mario Hezonja;PF;24;POR;53;871;95;.525;.358;.271;36;183;110;75;20;9;147;139;;1;6;8;.043;;-31;2;-29;-2
218;Buddy Hield;SG;27;SAC;72;2216;160;.566;.592;.117;28;141;83;155;14;7;121;272;;14;15;30;.064;;25;-14;11;17
219;George Hill;PG;33;MIL;59;1271;169;.659;.468;.269;41;93;69;190;17;3;119;155;;35;21;55;.210;;16;13;29;16
220;Solomon Hill;PF;28;TOT;59;1088;98;.535;.615;.194;29;130;81;124;19;10;145;136;;4;11;14;.064;;-20;3;-17;1
220;Solomon Hill;PF;28;MEM;48;901;102;.549;.631;.163;29;138;84;134;16;7;138;134;;5;8;14;.072;;-17;2;-14;1
220;Solomon Hill;PF;28;MIA;11;187;81;.471;.533;.356;31;92;63;73;31;27;174;148;;-2;3;1;.023;;-38;9;-29;0
221;Jaylen Hoard;PF;20;POR;13;103;149;.504;.094;.406;144;181;162;53;23;0;96;172;;1;1;2;.093;;-8;-11;-19;0
222;Aaron Holiday;PG;23;IND;66;1617;116;.521;.393;.155;15;90;53;191;17;9;128;187;;4;17;21;.063;;-16;0;-16;2
223;Jrue Holiday;SG;29;NOP;61;2117;170;.537;.344;.181;38;109;73;291;22;19;145;245;;20;19;39;.088;;16;2;18;20
224;Justin Holiday;SF;30;IND;73;1826;121;.585;.681;.138;19;122;71;67;23;22;79;134;;16;26;42;.112;;-5;18;13;15
225;Rondae Hollis-Jefferson;PF;25;TOR;60;1122;151;.533;.070;.435;106;159;133;136;20;20;131;172;;14;20;34;.146;;-12;15;3;6
226;Richaun Holmes;C;26;SAC;44;1242;197;.681;.000;.343;112;215;162;51;16;43;116;156;;34;15;49;.190;;3;6;10;9
227;Rodney Hood;SF;27;POR;21;619;122;.625;.413;.157;17;104;61;70;13;6;94;139;;9;2;11;.084;;-4;-5;-9;2
228;Al Horford;C;33;PHI;67;2025;157;.536;.399;.113;56;193;124;192;12;26;97;175;;28;26;54;.128;;13;10;22;22
229;Talen Horton-Tucker;SG;19;LAL;6;81;123;.535;.433;.133;27;67;47;105;47;11;159;197;;0;2;1;.070;;-40;20;-21;0
230;Danuel House;SF;26;HOU;63;1913;113;.572;.659;.167;31;116;73;61;16;15;85;137;;19;18;36;.091;;-8;0;-7;6
231;Dwight Howard;C;34;LAL;69;1306;187;.696;.018;.773;146;278;212;48;11;54;185;147;;28;26;54;.197;;-10;12;2;7
232;William Howard;PF;26;HOU;2;13;-127;.000;1.000;.000;0;163;81;91;0;0;200;159;;-1;0;-1;-0.357;;-142;-54;-196;-1
233;Kevin Huerter;SG;21;ATL;56;1760;115;.536;.548;.105;21;120;70;175;14;13;120;171;;10;6;16;.043;;-7;-9;-16;2
234;De'Andre Hunter;SF;22;ATL;63;2018;86;.521;.445;.211;23;131;76;80;10;7;121;175;;-4;5;1;.002;;-29;-18;-47;-14
235;Chandler Hutchison;SF;23;CHI;28;527;124;.521;.217;.446;36;198;113;74;25;13;114;191;;0;7;7;.060;;-27;1;-26;-1
236;Serge Ibaka;C;30;TOR;55;1485;173;.583;.272;.185;83;235;161;86;9;30;131;240;;12;27;39;.126;;1;0;1;8
237;Andre Iguodala;SF;36;MIA;21;418;105;.507;.534;.170;47;157;104;169;16;50;216;127;;0;6;6;.065;;-19;14;-5;2
238;Ersan İlyasova;PF;32;MIL;63;986;149;.589;.438;.278;66;227;151;66;11;15;88;161;;16;20;36;.174;;-3;8;4;6
239;Joe Ingles;PF;32;UTA;72;2137;126;.595;.638;.170;14;125;72;244;15;4;193;151;;27;21;48;.108;;0;7;7;15
240;Brandon Ingram;PF;22;NOP;62;2104;188;.587;.350;.336;26;166;96;193;13;15;131;281;;33;18;51;.115;;25;-4;21;22
241;Kyrie Irving;PG;27;BRK;20;658;262;.595;.341;.245;35;125;81;367;19;13;101;326;;21;8;29;.210;;67;9;77;16
242;Jonathan Isaac;PF;22;ORL;34;980;173;.552;.283;.232;62;196;127;74;26;72;118;183;;6;19;25;.120;;-5;29;23;11
243;Wesley Iwundu;SF;25;ORL;52;953;103;.544;.352;.416;26;125;74;88;13;12;86;137;;8;8;17;.084;;-27;0;-26;-2
244;Frank Jackson;PG;21;NOP;59;797;91;.510;.435;.227;29;81;55;108;10;4;119;212;;-2;3;2;.010;;-33;-22;-55;-7
245;Jaren Jackson Jr.;C;20;MEM;57;1622;163;.593;.489;.247;36;132;85;72;12;50;106;240;;16;18;35;.103;;3;1;4;10
246;Josh Jackson;SF;22;MEM;22;381;141;.547;.453;.314;31;149;91;131;22;21;134;228;;1;5;5;.069;;-11;11;0;2
247;Justin Jackson;PF;24;DAL;65;1045;95;.496;.478;.147;27;126;77;68;7;8;37;154;;6;6;12;.054;;-21;-13;-34;-4
248;Reggie Jackson;SG-PG;29;TOT;31;743;137;.529;.445;.166;25;108;67;262;8;6;127;231;;6;5;11;.073;;8;-12;-4;3
248;Reggie Jackson;PG;29;DET;14;381;147;.492;.414;.167;32;91;61;308;10;2;98;270;;2;1;4;.047;;17;-22;-5;1
248;Reggie Jackson;SG;29;LAC;17;362;126;.587;.492;.164;18;126;73;213;7;10;169;191;;4;4;8;.100;;-1;-2;-3;2
249;Justin James;SF;23;SAC;36;232;110;.477;.345;.250;28;129;78;112;13;37;79;189;;-1;2;1;.028;;-14;-1;-14;0
250;LeBron James;PG;35;LAL;67;2316;255;.577;.326;.292;32;215;124;491;16;14;151;315;;62;36;98;.204;;66;18;84;61
251;Amile Jefferson;PF;26;ORL;18;74;89;.372;.000;1.000;141;195;167;72;7;37;130;135;;0;1;0;.023;;-48;-10;-58;-1
252;DaQuan Jeffries;SG;22;SAC;13;141;112;.586;.450;.150;23;123;72;71;14;7;45;137;;2;1;3;.100;;-27;-11;-38;-1
253;Ty Jerome;SG;22;PHO;31;328;79;.425;.442;.142;23;134;78;182;22;8;130;179;;-3;3;0;-0.003;;-40;1;-38;-2
254;Alize Johnson;PF;23;IND;17;118;133;.509;.276;.345;150;294;223;77;12;15;173;150;;1;2;3;.111;;-18;3;-15;0
255;B.J. Johnson;SF;24;ORL;10;83;54;.412;.281;.313;38;161;97;51;18;0;142;221;;-2;1;-1;-0.074;;-58;-32;-90;-1
256;Cameron Johnson;PF;23;PHO;57;1255;129;.586;.672;.141;43;124;83;77;14;14;69;157;;17;10;27;.102;;8;-4;3;7
257;James Johnson;PF-C;32;TOT;32;619;148;.572;.423;.223;43;163;103;184;19;46;169;194;;3;8;11;.089;;-11;11;0;3
257;James Johnson;PF;32;MIA;18;281;111;.547;.517;.161;33;169;104;111;10;46;139;170;;0;4;4;.065;;-26;8;-18;0
257;James Johnson;C;32;MIN;14;338;179;.588;.359;.266;51;159;103;244;26;47;188;214;;3;4;8;.109;;1;15;16;3
258;Keldon Johnson;SF;20;SAS;17;301;191;.711;.247;.494;36;168;102;72;22;6;107;174;;8;2;11;.174;;15;0;15;3
259;Stanley Johnson;PF;23;TOR;25;150;99;.454;.407;.271;50;206;130;194;19;26;185;231;;-3;3;0;.014;;-39;14;-26;0
260;Tyler Johnson;PG-SG;27;TOT;39;709;101;.504;.476;.200;27;89;58;148;11;11;96;180;;3;5;7;.050;;-20;-9;-29;-2
260;Tyler Johnson;PG;27;PHO;31;515;81;.481;.485;.187;21;92;56;133;11;14;115;173;;-2;3;2;.014;;-30;-6;-36;-2
260;Tyler Johnson;SG;27;BRK;8;194;156;.552;.456;.228;44;84;64;186;10;4;54;198;;4;1;6;.144;;6;-17;-11;0
261;Nikola Jokić;C;24;DEN;73;2336;249;.605;.238;.281;80;261;171;352;18;17;158;266;;67;31;98;.202;;55;20;74;55
262;Damian Jones;C;24;ATL;55;887;156;.712;.051;.472;89;162;125;56;14;38;115;114;;22;6;28;.152;;-16;1;-15;1
263;Derrick Jones Jr.;SF;22;MIA;59;1375;149;.620;.378;.352;56;131;95;67;21;27;69;139;;26;18;44;.153;;-3;11;7;10
264;Tyus Jones;PG;23;MEM;65;1232;157;.532;.289;.135;8;79;44;320;22;4;108;172;;19;11;30;.117;;4;2;6;8
265;DeAndre Jordan;C;31;BRK;56;1234;199;.682;.000;.425;121;345;235;126;7;35;178;141;;30;22;52;.200;;12;18;30;15
266;Cory Joseph;PG;28;SAC;72;1759;101;.517;.386;.170;27;94;60;191;15;11;153;129;;12;11;23;.062;;-21;1;-20;0
267;Mfiondu Kabengele;C;22;LAC;12;64;182;.614;.625;.156;17;158;89;49;15;28;55;237;;1;1;2;.173;;23;-1;22;1
268;Frank Kaminsky;C;26;PHO;39;777;142;.545;.404;.293;49;204;126;143;9;11;96;210;;7;7;14;.087;;-1;-4;-5;3
269;Enes Kanter;C;27;BOS;58;983;224;.599;.020;.284;180;289;235;88;11;39;125;194;;26;18;44;.214;;18;-3;15;9
270;Luke Kennard;SG;23;DET;28;922;144;.589;.535;.219;11;111;60;192;6;5;103;198;;16;3;19;.100;;11;-14;-3;4
271;Stanton Kidd;SG;27;UTA;4;15;-137;.000;.333;.000;0;213;110;80;0;0;400;146;;-1;0;-1;-0.327;;-157;-13;-170;-1
272;Michael Kidd-Gilchrist;PF;26;TOT;25;281;42;.416;.303;.212;53;204;128;71;3;19;181;137;;-4;2;-2;-0.030;;-63;-11;-74;-4
272;Michael Kidd-Gilchrist;PF;26;CHO;12;160;61;.421;.321;.170;59;184;119;95;0;17;109;176;;-2;1;-1;-0.028;;-53;-16;-69;-2
272;Michael Kidd-Gilchrist;PF;26;DAL;13;121;17;.395;.231;.385;44;231;139;40;8;21;372;85;;-2;1;-1;-0.032;;-76;-4;-80;-2
273;Louis King;SF;20;DET;10;62;62;.448;.524;.143;18;167;92;118;16;0;82;171;;-1;0;0;-0.007;;-51;-11;-62;-1
274;Maxi Kleber;PF;28;DAL;74;1890;136;.605;.621;.181;63;151;108;63;6;38;95;139;;32;17;48;.123;;4;0;4;11
275;Brandon Knight;SG-PG;28;TOT;25;462;85;.503;.784;.204;10;91;50;216;11;6;173;206;;-2;1;-1;-0.010;;-18;-26;-44;-3
275;Brandon Knight;SG;28;CLE;16;241;54;.431;.744;.151;14;79;46;180;10;7;149;191;;-3;0;-3;-0.062;;-39;-27;-67;-3
275;Brandon Knight;PG;28;DET;9;221;119;.576;.827;.259;5;104;54;256;11;4;196;222;;1;1;2;.046;;5;-25;-20;0
276;Kevin Knox;SF;20;NYK;65;1166;83;.470;.496;.252;25;147;84;74;10;23;92;178;;-5;7;2;.007;;-31;-11;-42;-7
277;John Konchar;SG;23;MEM;19;181;180;.713;.270;.054;107;166;137;162;18;15;156;103;;5;2;7;.182;;25;20;45;3
278;Furkan Korkmaz;SG;22;PHI;72;1559;120;.579;.632;.181;13;106;60;73;13;9;88;184;;14;14;28;.085;;-3;-10;-13;3
279;Luke Kornet;C;24;CHI;36;559;127;.539;.578;.150;41;129;83;85;9;44;66;163;;5;6;11;.091;;-9;-2;-12;1
280;Kyle Korver;SF;38;MIL;58;960;113;.620;.809;.140;16;104;63;92;12;11;134;154;;9;15;25;.124;;-6;7;1;5
281;Rodions Kurucs;PF;21;BRK;47;684;89;.555;.508;.215;39;166;104;104;17;6;192;147;;-1;8;8;.055;;-36;8;-28;-1
282;Kyle Kuzma;PF;24;LAL;61;1526;122;.531;.407;.232;38;157;98;76;9;15;110;229;;1;19;20;.063;;-16;-10;-26;-2
283;Skal Labissière;C;23;POR;33;567;154;.588;.088;.224;121;190;156;101;6;47;157;143;;10;4;14;.119;;-15;2;-13;1
284;Jeremy Lamb;SG;27;IND;46;1291;140;.547;.330;.230;21;148;85;105;21;15;87;196;;9;18;27;.099;;-11;8;-4;5
285;Romeo Langford;SG;20;BOS;32;370;54;.434;.338;.313;44;74;59;45;10;20;108;118;;-2;4;2;.025;;-47;-3;-49;-3
286;Zach LaVine;SG;24;CHI;60;2085;194;.568;.404;.279;21;138;77;217;20;13;133;317;;18;22;40;.091;;32;-8;24;24
287;Vic Law;PF;24;ORL;8;62;37;.363;.389;.333;34;162;96;67;16;0;88;158;;-1;1;-1;-0.052;;-71;-25;-96;-1
288;Jake Layman;SF;25;MIN;23;505;103;.544;.402;.179;34;87;60;44;16;16;111;177;;0;3;3;.030;;-27;-10;-37;-2
289;T.J. Leaf;PF;22;IND;28;222;129;.451;.209;.186;115;235;175;57;22;16;79;200;;-1;4;3;.061;;-25;1;-24;0
290;Jalen Lecque;SG;19;PHO;5;32;27;.460;.400;.200;0;70;35;86;0;0;155;171;;0;0;0;-0.065;;-71;-29;-100;-1
291;Courtney Lee;SG;34;DAL;24;345;108;.629;.573;.085;22;75;49;47;25;15;114;119;;3;3;7;.092;;-21;15;-6;1
292;Damion Lee;SG;27;GSW;49;1423;127;.548;.468;.247;24;163;91;144;17;4;106;190;;9;8;17;.058;;-15;-8;-23;-1
293;Alex Len;C;26;TOT;55;970;177;.600;.185;.329;111;252;180;79;11;43;131;181;;15;10;25;.122;;-5;-3;-7;3
293;Alex Len;C;26;ATL;40;745;175;.590;.215;.312;98;236;166;87;13;37;117;186;;11;6;18;.113;;-2;-2;-4;3
293;Alex Len;C;26;SAC;15;225;182;.640;.051;.407;151;308;228;52;6;64;187;165;;4;3;7;.150;;-13;-3;-16;0
294;Kawhi Leonard;SF;28;LAC;57;1848;269;.589;.287;.355;31;191;113;264;26;16;102;330;;54;33;87;.226;;65;24;89;51
295;Meyers Leonard;C;27;MIA;51;1034;106;.627;.547;.120;34;240;141;76;7;14;137;122;;9;12;21;.096;;-13;4;-9;3
296;Caris LeVert;SG;25;BRK;45;1330;161;.514;.301;.269;39;107;74;250;19;6;126;295;;1;14;15;.055;;6;-9;-3;5
297;Damian Lillard;PG;29;POR;66;2474;269;.627;.500;.384;14;105;60;344;13;8;110;303;;109;7;116;.225;;83;-9;75;59
298;Nassir Little;PF;19;POR;48;573;96;.505;.391;.291;57;139;99;50;11;21;81;137;;3;3;6;.047;;-29;-6;-35;-2
299;Kevon Looney;C;23;GSW;20;262;94;.403;.177;.152;112;163;136;111;22;21;125;157;;-2;2;0;.006;;-48;-8;-56;-2
300;Brook Lopez;C;31;MIL;68;1817;150;.551;.484;.227;34;130;85;74;12;79;87;183;;14;41;55;.145;;-4;25;20;19
301;Robin Lopez;C;31;MIL;66;958;102;.554;.351;.177;62;102;83;63;5;41;164;166;;-1;16;15;.077;;-30;4;-26;-2
