Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
1;Steven Adams;C;26;OKC;63;63;1680;61;102;.592;0;1;.333;60;102;.594;25;43;.582;44;81;125;31;11;14;20;26;147
2;Bam Adebayo;PF;22;MIA;72;72;2417;66;118;.557;0;2;.143;65;116;.564;39;57;.691;26;83;109;55;12;14;30;27;171
3;LaMarcus Aldridge;C;34;SAS;53;53;1754;80;163;.493;13;32;.389;68;131;.519;32;39;.827;21;59;80;26;7;18;15;26;205
4;Kyle Alexander;C;23;MIA;2;0;13;28;55;.500;0;0;;28;55;.500;0;0;;55;28;83;0;0;0;28;28;55
5;Nickeil Alexander-Walker;SG;21;NOP;47;1;591;60;162;.368;28;81;.346;32;81;.391;15;23;.676;5;46;51;54;10;5;33;35;163
6;Grayson Allen;SG;24;MEM;38;0;718;59;126;.466;29;71;.404;30;55;.545;20;23;.867;4;39;43;26;5;1;17;27;165
7;Jarrett Allen;C;21;BRK;70;64;1852;59;90;.649;0;1;.000;59;89;.658;33;52;.633;42;88;130;21;8;18;15;31;151
8;Kadeem Allen;PG;27;NYK;10;0;117;58;135;.432;15;49;.313;43;86;.500;22;34;.636;6;22;28;65;15;6;25;22;154
9;Al-Farouq Aminu;PF;29;ORL;18;2;380;24;81;.291;9;34;.250;15;47;.320;18;27;.655;23;60;82;20;17;8;16;26;74
10;Justin Anderson;SG;26;BRK;10;1;107;34;128;.263;20;98;.207;13;30;.444;7;13;.500;3;67;71;27;0;20;13;44;94
11;Kyle Anderson;SF;26;MEM;67;28;1330;42;90;.474;6;23;.282;36;67;.541;14;21;.667;16;61;77;44;15;10;18;30;106
12;Ryan Anderson;C;31;HOU;2;0;14;51;180;.286;26;129;.200;26;51;.500;0;0;;0;180;180;51;26;0;26;26;129
13;Giannis Antetokounmpo;PF;25;MIL;63;63;1917;129;232;.553;17;55;.304;112;177;.631;75;118;.633;26;134;161;66;11;12;43;37;349
14;Kostas Antetokounmpo;PF;22;LAL;5;0;20;54;54;1.000;0;0;;54;54;1.000;18;36;.500;36;18;54;36;0;0;18;36;126
15;Thanasis Antetokounmpo;SF;27;MIL;20;2;129;67;134;.500;0;28;.000;67;106;.632;20;47;.412;33;33;67;42;20;6;33;50;153
16;Carmelo Anthony;PF;35;POR;58;58;1902;64;148;.430;16;43;.385;47;105;.448;26;30;.845;13;56;70;16;9;5;19;32;169
17;OG Anunoby;SF;22;TOR;69;68;2066;50;99;.505;16;40;.390;34;59;.583;13;18;.706;14;49;63;19;17;8;14;29;128
18;Ryan Arcidiacono;PG;25;CHI;58;4;930;35;85;.409;21;53;.391;14;32;.439;10;15;.711;8;35;43;37;10;1;14;37;101
19;Trevor Ariza;SF;34;TOT;53;21;1493;34;78;.438;19;50;.372;16;28;.556;15;18;.838;8;51;59;22;17;4;14;27;102
19;Trevor Ariza;SF;34;SAC;32;0;791;29;75;.388;20;56;.352;10;20;.488;10;12;.778;10;57;66;23;16;3;13;29;87
19;Trevor Ariza;SF;34;POR;21;21;702;40;82;.491;17;44;.400;23;38;.595;21;24;.872;7;45;51;21;17;4;14;25;118
20;D.J. Augustin;PG;32;ORL;57;13;1420;47;117;.399;18;51;.348;29;66;.438;41;46;.890;6;25;31;66;9;0;22;18;152
21;Deandre Ayton;C;21;PHO;38;32;1236;90;165;.546;1;4;.231;89;162;.553;20;26;.753;43;84;127;21;8;17;23;34;201
22;Dwayne Bacon;SG;24;CHO;39;11;687;45;128;.348;10;35;.284;35;93;.373;18;28;.660;8;45;52;27;12;1;19;27;117
23;Marvin Bagley III;C;20;SAC;13;6;334;84;180;.467;4;24;.182;80;156;.510;27;33;.806;31;73;105;11;6;13;19;46;199
24;Lonzo Ball;PG;22;NOP;63;54;2025;49;122;.403;26;70;.375;23;52;.442;8;14;.566;13;55;68;78;16;7;34;23;132
25;Mo Bamba;C;21;ORL;62;0;878;54;117;.462;15;44;.346;39;73;.531;13;19;.674;41;83;124;17;9;35;17;48;136
26;J.J. Barea;PG;35;DAL;29;6;450;68;166;.411;26;68;.376;42;98;.434;16;18;.909;8;34;42;90;4;2;30;22;178
27;Harrison Barnes;PF;27;SAC;72;72;2482;53;115;.460;15;39;.381;38;76;.501;31;39;.801;11;40;51;23;6;2;13;13;152
28;RJ Barrett;SG;19;NYK;56;55;1704;62;154;.402;13;42;.320;48;112;.432;33;54;.614;11;48;59;30;12;4;26;26;170
29;Will Barton;SF;29;DEN;58;58;1916;62;139;.450;20;54;.375;42;85;.498;19;25;.767;14;54;69;40;11;5;17;23;164
30;Keita Bates-Diop;PF-SF;24;TOT;44;0;744;48;113;.427;16;50;.330;32;63;.504;26;36;.720;12;49;61;15;9;12;8;21;139
30;Keita Bates-Diop;PF;24;MIN;37;0;646;48;115;.422;17;52;.330;31;62;.500;26;36;.708;12;50;61;17;9;11;8;20;140
30;Keita Bates-Diop;SF;24;DEN;7;0;98;48;103;.464;11;33;.333;37;70;.526;29;37;.800;15;48;62;0;7;15;11;26;136
31;Nicolas Batum;SF;31;CHO;22;3;505;20;58;.346;10;35;.286;10;23;.438;6;7;.900;18;53;71;47;12;6;16;29;56
32;Aron Baynes;C;33;PHO;42;28;934;71;147;.480;23;65;.351;48;82;.582;22;29;.747;27;64;91;26;4;9;19;54;185
33;Kent Bazemore;SF;30;TOT;68;21;1688;43;114;.375;18;52;.344;25;62;.400;24;31;.769;6;57;63;20;16;9;19;42;127
33;Kent Bazemore;SF;30;POR;43;21;1111;37;106;.347;18;55;.327;18;50;.368;19;23;.806;4;52;56;20;15;10;19;39;110
33;Kent Bazemore;SF;30;SAC;25;0;577;54;130;.418;17;46;.384;37;84;.437;34;47;.733;9;67;76;20;18;6;19;47;160
34;Darius Bazley;PF;19;OKC;61;9;1130;40;101;.394;16;45;.348;24;56;.432;14;20;.694;10;69;78;13;7;13;14;18;109
35;Bradley Beal;SG;26;WAS;57;57;2053;104;228;.455;30;84;.353;74;144;.515;68;80;.842;9;33;42;61;12;4;34;22;305
36;Malik Beasley;SG;23;TOT;55;14;1209;68;159;.425;32;82;.388;36;77;.465;16;20;.818;5;39;44;22;12;2;17;23;183
36;Malik Beasley;SG;23;DEN;41;0;746;56;145;.389;28;78;.360;28;68;.421;16;18;.868;4;33;37;23;15;3;17;24;157
36;Malik Beasley;SG;23;MIN;14;14;463;86;181;.472;38;89;.426;47;92;.517;16;22;.750;7;48;55;21;7;2;16;21;225
37;Marco Belinelli;SG;33;SAS;57;0;883;50;128;.392;27;73;.376;23;55;.412;20;24;.828;3;38;40;28;5;0;8;18;147
38;Jordan Bell;C;25;TOT;29;0;256;49;94;.522;6;17;.333;44;77;.564;27;44;.613;42;72;114;23;4;14;30;27;131
38;Jordan Bell;C;25;MIN;27;0;235;49;92;.533;3;14;.222;46;78;.588;26;44;.586;43;77;119;21;3;15;28;26;127
38;Jordan Bell;C;25;MEM;2;0;21;51;120;.429;34;51;.667;17;69;.250;34;34;1.000;34;17;51;34;17;0;51;34;171
39;DeAndre' Bembry;SG;25;ATL;43;4;915;41;90;.456;6;26;.231;35;64;.546;10;19;.542;13;46;60;32;22;7;24;33;98
40;Dragan Bender;PF-C;22;TOT;16;3;286;52;116;.446;19;54;.349;33;62;.531;13;18;.714;20;72;92;35;5;11;26;53;135
40;Dragan Bender;C;22;MIL;7;0;91;40;83;.476;16;36;.444;24;47;.500;8;12;.667;0;79;79;36;0;20;20;63;103
40;Dragan Bender;PF;22;GSW;9;3;195;57;131;.437;20;63;.324;37;68;.541;15;20;.727;30;68;98;35;7;7;30;48;150
41;Dāvis Bertāns;PF;27;WAS;54;4;1583;60;139;.434;45;107;.424;15;31;.471;24;28;.852;8;48;56;21;8;8;13;32;190
42;Patrick Beverley;PG;31;LAC;51;50;1342;39;91;.431;21;55;.388;18;36;.496;8;13;.660;15;56;71;49;14;7;18;42;109
43;Khem Birch;C;27;ORL;48;24;922;29;56;.510;0;0;.000;29;55;.514;26;39;.653;36;50;86;20;8;9;12;36;83
44;Goga Bitadze;C;20;IND;54;2;471;54;115;.467;6;32;.190;47;83;.574;18;25;.727;19;62;81;18;8;28;21;50;131
45;Bismack Biyombo;C;27;CHO;53;29;1029;53;97;.543;0;0;;53;97;.543;32;53;.603;42;66;108;17;3;17;17;41;137
46;Nemanja Bjelica;PF;31;SAC;72;67;2011;56;117;.481;24;57;.419;32;60;.541;12;15;.821;20;62;82;36;11;7;18;39;149
47;Eric Bledsoe;PG;30;MIL;61;61;1646;73;154;.475;16;47;.344;57;107;.533;37;47;.790;9;52;62;72;12;6;32;28;199
48;Bogdan Bogdanović;SG;27;SAC;61;28;1766;69;156;.440;33;90;.372;35;66;.532;18;24;.741;5;37;42;42;13;3;21;27;188
49;Bojan Bogdanović;SF;30;UTA;63;63;2083;72;162;.447;33;79;.414;40;83;.479;43;48;.903;7;38;45;23;6;1;27;19;220
50;Bol Bol;PF;20;DEN;7;0;87;58;116;.500;17;37;.444;41;79;.526;33;41;.800;21;58;79;25;8;25;41;46;166
51;Jonah Bolden;C;24;TOT;7;0;47;31;84;.364;0;31;.000;31;54;.571;15;31;.500;23;46;69;0;23;15;15;77;77
51;Jonah Bolden;C;24;PHI;4;0;14;51;77;.667;0;26;.000;51;51;1.000;0;51;.000;0;26;26;0;26;0;51;103;103
51;Jonah Bolden;C;24;PHO;3;0;33;22;87;.250;0;33;.000;22;55;.400;22;22;1.000;33;55;87;0;22;22;0;65;65
52;Marques Bolden;C;21;CLE;1;0;3;0;0;;0;0;;0;0;;0;0;;0;240;240;0;120;0;0;120;0
53;Jordan Bone;PG;22;DET;10;0;53;34;136;.250;14;68;.200;20;68;.300;0;0;;0;27;27;54;7;0;14;41;82
54;Isaac Bonga;SF;20;WAS;66;49;1250;34;67;.504;7;20;.352;27;47;.571;20;24;.812;20;43;64;22;13;6;17;45;95
55;Devin Booker;SG;23;PHO;70;70;2512;90;184;.489;20;57;.354;70;127;.549;67;73;.919;4;38;43;65;7;3;38;31;267
56;Chris Boucher;C;27;TOR;62;0;819;62;131;.472;17;52;.322;45;80;.569;40;51;.784;47;75;122;11;10;27;12;50;181
57;Brian Bowen;SF;21;IND;6;1;31;35;116;.300;0;23;.000;35;93;.375;0;0;;12;70;81;0;0;12;12;35;70
58;Ky Bowman;PG;22;GSW;45;12;1015;48;114;.417;12;38;.308;36;76;.472;12;15;.829;9;34;43;46;16;4;25;36;119
59;Avery Bradley;SG;29;LAL;49;44;1186;52;116;.444;19;53;.364;32;64;.510;6;7;.833;5;29;35;19;13;2;14;33;128
60;Tony Bradley;C;22;UTA;58;3;663;68;103;.667;2;2;1.000;67;101;.661;16;25;.652;60;85;145;12;8;18;16;62;155
61;Jarrell Brantley;PF;23;UTA;9;0;96;37;105;.357;11;49;.231;26;56;.467;4;7;.500;7;68;75;41;11;19;26;26;90
62;Ignas Brazdeikis;SF;21;NYK;9;0;53;41;149;.273;7;61;.111;34;88;.385;27;34;.800;14;20;34;27;0;7;14;20;115
63;Corey Brewer;PF;33;SAC;5;0;33;22;44;.500;0;11;.000;22;33;.667;11;33;.333;22;65;87;22;44;0;22;76;55
64;Mikal Bridges;SF;23;PHO;73;32;2042;44;85;.510;12;34;.361;31;51;.610;18;22;.844;12;40;51;23;18;8;13;29;118
65;Miles Bridges;SF;21;CHO;65;64;1995;58;136;.424;18;54;.330;40;82;.486;19;24;.809;16;49;65;21;7;9;17;24;152
66;Oshae Brissett;SF;21;TOR;19;0;135;35;96;.361;8;40;.200;27;56;.476;21;27;.800;24;45;69;19;11;3;19;48;99
67;Ryan Broekhoff;SF;29;DAL;17;1;180;44;118;.373;40;102;.392;4;16;.250;14;16;.875;10;76;86;22;10;8;12;30;142
68;Malcolm Brogdon;PG;27;IND;54;54;1666;70;161;.438;16;50;.326;54;111;.488;36;40;.892;10;47;57;82;8;2;28;21;193
69;Dillon Brooks;SG;24;MEM;73;73;2112;74;182;.407;25;70;.358;49;112;.438;28;35;.808;12;30;41;26;11;5;21;47;201
70;Bruce Brown;PG;23;DET;58;43;1634;44;98;.443;7;21;.344;36;77;.470;19;26;.739;13;47;60;51;14;6;22;36;114
71;Charlie Brown;SG;22;ATL;10;0;40;54;171;.316;27;81;.333;27;90;.300;45;45;1.000;18;18;36;18;18;18;27;27;180
72;Jaylen Brown;SG;23;BOS;57;57;1934;79;165;.481;24;63;.382;55;102;.543;33;45;.724;12;56;68;22;12;4;23;31;216
73;Moses Brown;C;20;POR;9;0;33;44;109;.400;0;0;;44;109;.400;33;87;.375;33;120;153;11;11;11;33;76;120
74;Sterling Brown;SF;24;MIL;52;1;767;45;120;.371;21;64;.324;24;56;.425;15;19;.800;15;71;86;24;14;3;20;25;125
75;Troy Brown Jr.;SF;20;WAS;69;22;1782;55;126;.439;12;36;.341;43;89;.479;22;28;.784;15;62;77;36;17;1;16;27;145
76;Jalen Brunson;PG;23;DAL;57;16;1022;64;137;.466;15;42;.358;49;94;.515;21;26;.813;8;39;47;66;8;1;23;26;164
77;Thomas Bryant;C;22;WAS;46;36;1147;76;131;.581;12;29;.407;65;103;.630;27;36;.741;31;73;104;26;8;15;17;32;191
78;Reggie Bullock;SG;28;NYK;29;19;684;47;118;.402;19;58;.333;28;59;.469;9;11;.810;7;29;36;22;13;2;10;29;123
79;Trey Burke;PG;27;TOT;33;1;520;65;145;.450;22;52;.427;43;93;.463;16;20;.793;11;24;35;57;11;1;15;23;168
79;Trey Burke;PG;27;PHI;25;0;329;65;139;.465;18;42;.421;47;97;.483;14;20;.722;16;22;38;58;8;1;13;23;161
79;Trey Burke;PG;27;DAL;8;1;191;66;155;.427;30;70;.432;36;85;.422;19;21;.909;2;26;28;57;17;2;17;23;181
80;Alec Burks;SF-SG;28;TOT;66;19;1754;66;158;.418;24;62;.385;42;96;.439;48;54;.887;10;48;58;39;13;3;19;26;204
80;Alec Burks;SF;28;GSW;48;18;1390;63;156;.406;22;58;.375;41;98;.424;52;58;.897;10;49;59;39;13;4;20;28;200
80;Alec Burks;SG;28;PHI;18;1;364;76;165;.461;32;76;.416;45;89;.500;34;41;.829;11;45;55;38;12;0;15;21;218
81;Deonte Burton;SF;26;OKC;39;0;356;43;126;.344;10;54;.189;33;73;.458;8;14;.571;7;51;58;17;7;10;19;34;105
82;Jimmy Butler;SF;30;MIA;58;58;1959;63;139;.455;5;22;.244;58;117;.495;80;96;.834;19;51;71;64;19;6;23;15;213
83;Bruno Caboclo;C;24;TOT;30;0;244;56;131;.427;9;49;.182;47;83;.571;12;13;.889;34;55;89;18;22;25;19;46;133
83;Bruno Caboclo;C;24;MEM;22;0;192;52;129;.406;7;47;.160;45;82;.545;4;6;.667;32;51;82;19;19;23;13;43;116
83;Bruno Caboclo;C;24;HOU;8;0;52;69;138;.500;14;55;.250;55;83;.667;42;42;1.000;42;69;111;14;35;35;42;55;194
84;Devontae Cacok;C;23;LAL;1;0;9;120;240;.500;0;0;;120;240;.500;0;0;;80;120;200;40;0;0;0;0;240
85;Kentavious Caldwell-Pope;SG;26;LAL;69;26;1762;48;104;.467;19;49;.385;30;55;.541;16;21;.775;8;21;29;23;12;3;13;26;132
86;Vlatko Čančar;PF;22;DEN;14;0;45;48;120;.400;8;48;.167;40;72;.556;32;32;1.000;40;40;80;24;8;8;24;56;136
87;Clint Capela;C;25;HOU;39;39;1279;69;109;.629;0;0;;69;109;.629;15;29;.529;47;104;151;14;9;20;18;29;153
88;DeMarre Carroll;SF-C;33;TOT;24;0;290;31;82;.379;10;41;.242;21;41;.515;36;52;.690;15;53;68;31;10;6;21;40;108
88;DeMarre Carroll;SF;33;SAS;15;0;135;24;77;.310;8;35;.231;16;43;.375;32;53;.600;19;64;83;29;5;5;27;53;88
88;DeMarre Carroll;C;33;HOU;9;0;155;37;86;.432;12;46;.250;26;39;.647;39;51;.773;12;44;56;33;14;7;16;28;125
89;Jevon Carter;PG;24;PHO;58;2;945;38;93;.416;24;56;.425;15;37;.402;9;10;.852;11;34;45;32;18;6;12;33;109
90;Vince Carter;PF;43;ATL;60;0;876;44;125;.352;25;83;.302;19;42;.451;9;12;.793;7;44;51;20;9;10;14;37;122
91;Wendell Carter Jr.;C;20;CHI;43;43;1256;52;98;.534;2;8;.207;51;90;.564;32;44;.737;40;76;116;15;9;10;21;46;139
92;Michael Carter-Williams;SG;28;ORL;45;0;833;48;112;.427;10;32;.293;38;80;.481;34;41;.832;20;44;64;47;21;10;22;38;140
93;Alex Caruso;PG;25;LAL;64;2;1175;37;89;.412;12;37;.333;25;52;.468;21;29;.734;5;32;38;38;21;6;16;30;107
94;Willie Cauley-Stein;C;26;TOT;54;39;1097;57;99;.579;0;0;.000;57;99;.581;13;22;.606;28;76;103;23;16;20;13;40;128
94;Willie Cauley-Stein;C;26;GSW;41;37;940;55;98;.560;0;0;;55;98;.560;13;22;.614;27;70;98;23;17;19;13;39;124
94;Willie Cauley-Stein;C;26;DAL;13;2;157;71;103;.689;0;2;.000;71;101;.705;11;21;.556;30;108;138;23;9;25;11;44;154
95;Tyson Chandler;C;37;HOU;26;5;219;23;30;.778;0;0;;23;30;.778;10;21;.462;41;67;108;10;10;13;13;53;56
96;Wilson Chandler;PF;32;BRK;35;3;734;36;90;.404;18;59;.306;18;30;.597;10;11;.870;5;66;71;19;8;6;17;39;101
97;Joe Chealey;PG;24;CHO;4;0;33;0;76;.000;0;44;.000;0;33;.000;22;22;1.000;0;0;0;11;44;0;22;22;22
98;Zylan Cheatham;PF;24;NOP;4;0;51;42;64;.667;0;7;.000;42;56;.750;0;0;;21;42;64;21;7;7;28;71;85
99;Chris Chiozza;PG;24;TOT;28;2;401;49;126;.393;24;65;.375;25;61;.412;4;4;1.000;8;40;48;75;19;4;29;33;127
99;Chris Chiozza;PG;24;WAS;10;0;123;29;100;.294;20;47;.438;9;53;.167;0;0;;0;44;44;82;29;6;26;35;79
99;Chris Chiozza;PG;24;BRK;18;2;278;58;137;.425;26;73;.357;32;65;.500;6;6;1.000;12;38;49;71;14;3;30;32;149
100;Marquese Chriss;PF;22;GSW;59;21;1196;63;116;.545;2;12;.205;61;104;.584;36;47;.769;34;76;110;34;12;19;23;37;165
101;Gary Clark;SF-PF;25;TOT;42;5;567;34;84;.406;25;70;.351;10;14;.682;6;6;.900;23;46;70;11;4;14;6;29;99
101;Gary Clark;PF;25;HOU;18;0;212;39;100;.390;31;87;.353;8;14;.625;10;12;.857;19;49;68;20;3;12;3;36;119
101;Gary Clark;SF;25;ORL;24;5;355;31;75;.419;21;61;.350;10;14;.714;3;3;1.000;26;45;71;5;4;15;8;25;87
102;Brandon Clarke;PF;23;MEM;58;4;1300;82;133;.618;6;18;.359;76;115;.658;24;31;.759;25;70;96;22;9;13;15;28;194
103;Jordan Clarkson;SG;27;TOT;71;2;1705;83;183;.454;32;87;.368;51;96;.533;29;35;.836;11;29;39;29;10;3;20;23;228
103;Jordan Clarkson;SG;27;CLE;29;0;666;78;176;.442;32;86;.371;46;90;.509;41;46;.884;11;26;37;38;9;4;21;18;229
103;Jordan Clarkson;SG;27;UTA;42;2;1039;87;187;.462;32;88;.366;54;99;.547;21;27;.785;10;31;41;23;10;3;20;26;227
104;Nicolas Claxton;C;20;BRK;15;0;187;52;92;.563;2;13;.143;50;79;.634;21;40;.524;37;48;85;31;2;15;17;27;127
105;Chris Clemons;SG;22;HOU;33;0;291;71;176;.401;46;132;.346;25;43;.571;12;14;.909;5;32;37;33;11;7;24;32;199
106;Antonius Cleveland;SG;25;DAL;11;0;46;31;110;.286;0;23;.000;31;86;.364;23;39;.600;16;39;55;8;8;23;16;63;86
107;Amir Coffey;SG;22;LAC;18;1;159;52;122;.426;14;43;.316;38;79;.486;14;25;.545;9;27;36;32;11;5;18;45;131
108;John Collins;PF;22;ATL;41;41;1363;93;160;.583;16;39;.401;78;121;.642;32;40;.800;31;79;110;16;8;17;20;36;234
109;Zach Collins;PF;22;POR;11;11;290;40;84;.471;9;24;.368;31;61;.510;7;10;.750;31;55;86;20;6;6;17;45;96
110;Mike Conley;PG;32;UTA;47;41;1363;61;150;.409;25;68;.375;36;82;.437;30;37;.827;9;31;40;55;10;1;24;27;178
111;Pat Connaughton;SG;27;MIL;67;4;1243;40;87;.455;16;48;.331;24;39;.607;9;12;.775;17;65;82;31;7;9;15;20;104
112;Quinn Cook;PG;26;LAL;44;1;508;64;152;.425;22;60;.365;43;91;.465;8;10;.786;8;28;36;35;9;1;23;19;159
113;Tyler Cook;PF-SF;22;TOT;13;0;54;53;80;.667;0;0;;53;80;.667;47;53;.875;40;53;93;7;20;0;20;33;153
113;Tyler Cook;PF;22;CLE;11;0;35;72;103;.700;0;0;;72;103;.700;51;62;.833;41;62;103;10;10;0;10;41;195
113;Tyler Cook;SF;22;DEN;2;0;19;19;38;.500;0;0;;19;38;.500;38;38;1.000;38;38;76;0;38;0;38;19;76
114;Robert Covington;PF-C;29;TOT;70;68;2137;51;122;.422;27;81;.335;24;41;.593;17;21;.798;11;67;78;15;19;16;17;37;147
114;Robert Covington;PF;29;MIN;48;47;1411;55;127;.435;28;80;.346;28;47;.587;19;24;.798;9;64;73;14;20;11;19;38;157
114;Robert Covington;C;29;HOU;22;21;726;44;113;.392;26;83;.315;18;29;.610;12;15;.800;13;74;87;16;17;24;15;36;126
115;Allen Crabbe;SG-SF;27;TOT;37;1;653;35;98;.356;20;66;.303;15;32;.466;6;8;.714;6;36;42;18;8;2;9;26;95
115;Allen Crabbe;SG;27;ATL;28;1;522;36;99;.364;21;64;.323;15;34;.440;6;8;.750;7;38;45;19;10;3;8;25;99
115;Allen Crabbe;SF;27;MIN;9;0;131;30;93;.324;16;71;.231;14;22;.625;3;5;.500;3;30;33;14;0;0;14;30;80
116;Torrey Craig;SF;29;DEN;58;27;1072;42;90;.461;15;46;.326;27;44;.603;7;12;.611;21;42;63;16;8;12;8;45;106
117;Jamal Crawford;SG;39;BRK;1;0;6;120;240;.500;60;120;.500;60;120;.500;0;0;;0;0;0;180;0;0;0;60;300
118;Jae Crowder;SF-PF;29;TOT;65;53;1875;43;108;.401;26;76;.343;17;32;.538;19;24;.776;10;64;74;31;14;5;13;27;131
118;Jae Crowder;SF;29;MEM;45;45;1322;40;109;.368;21;72;.293;19;36;.519;20;26;.789;11;65;75;34;13;4;15;23;122
118;Jae Crowder;PF;29;MIA;20;8;553;51;107;.482;37;83;.445;14;23;.611;14;20;.733;8;62;70;23;16;7;10;38;154
119;Jarrett Culver;SG;20;MIN;63;35;1506;55;136;.404;16;53;.299;39;83;.471;13;28;.462;17;34;51;26;14;9;19;30;139
120;Seth Curry;SG;29;DAL;64;25;1576;65;131;.495;33;73;.452;32;58;.549;18;22;.825;6;27;33;28;9;2;14;26;181
121;Stephen Curry;PG;31;GSW;5;5;139;85;212;.402;31;127;.245;54;85;.636;67;67;1.000;10;57;67;85;13;5;41;28;269
122;Troy Daniels;SG;28;TOT;47;0;532;49;126;.387;31;89;.348;18;37;.481;7;11;.625;8;27;35;12;7;2;8;25;135
122;Troy Daniels;SG;28;LAL;41;0;456;49;125;.392;32;88;.357;17;36;.478;8;13;.625;9;27;36;11;6;2;7;24;137
122;Troy Daniels;SG;28;DEN;6;0;76;47;133;.357;28;95;.300;19;38;.500;0;0;;0;28;28;14;14;0;14;33;123
123;Anthony Davis;PF;26;LAL;62;62;2131;93;185;.503;12;37;.330;81;148;.546;75;89;.846;24;73;97;34;15;24;26;26;273
124;Ed Davis;C;30;UTA;28;1;303;26;55;.478;0;0;;26;55;.478;8;17;.500;42;83;125;14;13;11;15;72;61
125;Terence Davis;SG;22;TOR;72;4;1209;59;130;.456;28;72;.388;31;58;.541;15;18;.864;15;56;71;34;12;4;23;37;162
126;Dewayne Dedmon;C;30;TOT;44;18;774;47;119;.400;10;50;.206;37;69;.541;14;17;.833;28;88;116;10;12;19;27;62;119
